evalMode,method,seq_pos,pid,order,a,r,f,y,z,u,T1,class,weight,base_est,slack,deadline,aisle_switch,cum_time_end
aisle,DHGA,232,184,55,20,19,B,2,1,1,0.745040,urgent,5,11.672586,1.603029,18.711499,1,236.611600
aisle,DHGA,233,109,33,5,5,A,2,4,2,0.833600,urgent,5,9.865909,1.860687,18.357366,1,238.770200
aisle,DHGA,234,121,35,5,4,B,3,2,2,0.611040,urgent,5,9.865909,1.767416,17.437169,0,239.381240
aisle,DHGA,235,120,35,5,4,B,3,3,1,0.713040,urgent,5,9.865909,1.767416,17.437169,0,240.094280
aisle,DHGA,236,36,11,5,4,B,3,4,1,0.825640,urgent,5,8.007323,1.543240,12.357220,0,240.919920
aisle,DHGA,237,8,4,1,1,A,2,3,1,0.636160,urgent,5,9.865909,1.478346,14.585231,1,242.881080
aisle,DHGA,238,103,31,1,1,A,2,1,2,0.421560,urgent,5,6.094233,1.623450,9.893681,0,243.302640
aisle,DHGA,239,77,22,12,12,A,3,2,1,0.748920,medium,2,9.865909,4.310064,42.522703,1,245.376560
aisle,DHGA,240,9,4,12,11,B,2,2,1,0.709160,urgent,5,9.865909,1.478346,14.585231,0,246.085720
aisle,DHGA,241,206,61,12,12,A,2,4,1,0.952920,loose,1,6.094233,8.976882,54.707216,0,247.038640
aisle,DHGA,242,92,28,12,12,A,1,1,2,0.604520,urgent,5,6.094233,1.862284,11.349192,0,247.643160
aisle,DHGA,243,108,32,12,12,A,2,2,1,0.727720,urgent,5,6.094233,1.651622,10.065371,0,248.370880
aisle,DHGA,244,107,32,12,11,B,3,3,1,0.842960,urgent,5,6.094233,1.651622,10.065371,0,249.213840
aisle,DHGA,245,10,4,13,12,B,1,3,1,0.819120,urgent,5,9.865909,1.478346,14.585231,1,251.357960
aisle,DHGA,246,48,15,11,10,B,1,2,2,0.680000,urgent,5,13.429826,1.817828,24.413110,1,253.362960
aisle,DHGA,247,111,33,11,10,B,2,1,1,0.578000,urgent,5,9.865909,1.860687,18.357366,0,253.940960
aisle,DHGA,248,93,28,11,10,B,1,4,1,0.894600,urgent,5,6.094233,1.862284,11.349192,0,254.835560
aisle,DHGA,249,46,15,14,13,B,3,2,1,0.767480,urgent,5,13.429826,1.817828,24.413110,1,256.928040
aisle,DHGA,250,213,63,14,14,A,1,4,2,0.979440,loose,1,9.865909,8.220331,81.101036,0,257.907480
aisle,DHGA,251,75,22,14,14,A,2,2,1,0.764840,medium,2,9.865909,4.310064,42.522703,0,258.672320
aisle,DHGA,252,99,30,2,1,B,3,2,1,0.544760,urgent,5,13.429826,1.729280,23.223928,1,260.542080
aisle,DHGA,253,243,71,2,1,B,2,1,1,0.410960,urgent,5,11.672586,1.756245,20.499924,0,260.953040
aisle,DHGA,254,239,71,2,1,B,2,2,2,0.534160,urgent,5,11.672586,1.756245,20.499924,0,261.487200
aisle,DHGA,255,7,4,2,1,B,1,1,1,0.389760,urgent,5,9.865909,1.478346,14.585231,0,261.876960
aisle,DHGA,256,98,30,17,16,B,2,3,1,0.914560,urgent,5,13.429826,1.729280,23.223928,1,264.116520
aisle,DHGA,257,241,71,17,17,A,1,2,2,0.809920,urgent,5,11.672586,1.756245,20.499924,0,264.926440
aisle,DHGA,258,242,71,17,17,A,3,3,1,0.954320,urgent,5,11.672586,1.756245,20.499924,0,265.880760
aisle,DHGA,259,104,31,17,16,B,1,2,2,0.791360,urgent,5,6.094233,1.623450,9.893681,0,266.672120
aisle,DHGA,260,101,30,16,16,A,2,3,2,0.925160,urgent,5,13.429826,1.729280,23.223928,1,268.922280
aisle,DHGA,261,244,71,16,16,A,3,3,2,0.946360,urgent,5,11.672586,1.756245,20.499924,0,269.868640
aisle,DHGA,262,96,30,15,14,B,1,4,2,0.979440,urgent,5,13.429826,1.729280,23.223928,1,272.173080
aisle,DHGA,263,240,71,15,15,A,3,3,1,0.917200,urgent,5,11.672586,1.756245,20.499924,0,273.090280
aisle,DHGA,264,102,30,19,18,B,1,4,1,1.043080,urgent,5,13.429826,1.729280,23.223928,1,275.458360
aisle,DHGA,265,97,30,19,19,A,3,4,1,1.104040,urgent,5,13.429826,1.729280,23.223928,0,276.562400
aisle,DHGA,266,0,1,19,18,B,2,2,2,0.849680,urgent,5,4.123914,2.142178,8.834160,0,277.412080
aisle,DHGA,267,1,1,18,18,A,2,1,1,0.726480,urgent,5,4.123914,2.142178,8.834160,1,279.463560
aisle,DHGA,268,21,6,10,9,B,2,1,1,0.559440,medium,2,11.672586,3.444210,40.202842,1,281.348000
aisle,DHGA,269,34,10,10,10,A,1,3,2,0.792600,medium,2,4.123914,4.522618,18.650891,0,282.140600
aisle,DHGA,270,35,10,10,9,B,2,4,1,0.897240,medium,2,4.123914,4.522618,18.650891,0,283.037840
aisle,DHGA,271,51,15,10,9,B,1,3,1,0.763440,urgent,5,13.429826,1.817828,24.413110,0,283.801280
aisle,DHGA,272,106,32,10,10,A,3,4,1,0.937000,urgent,5,6.094233,1.651622,10.065371,0,284.738280
aisle,DHGA,273,112,33,10,9,B,3,3,2,0.816440,urgent,5,9.865909,1.860687,18.357366,0,285.554720
aisle,DHGA,274,113,33,10,9,B,1,2,2,0.661440,urgent,5,9.865909,1.860687,18.357366,0,286.216160
aisle,DHGA,275,254,75,10,9,B,1,3,2,0.774040,loose,1,4.123914,9.032957,37.251141,0,286.990200
aisle,DHGA,276,119,35,10,10,A,1,1,1,0.556800,urgent,5,9.865909,1.767416,17.437169,0,287.547000
aisle,DHGA,277,150,44,10,10,A,1,1,2,0.567400,loose,1,9.865909,8.870398,87.514542,0,288.114400
aisle,DHGA,278,153,45,10,9,B,2,3,2,0.795240,medium,2,8.007323,3.873341,31.015096,0,288.909640
aisle,DHGA,279,169,51,10,10,A,3,1,1,0.599200,medium,2,8.007323,3.625159,29.027818,0,289.508840
aisle,DHGA,280,174,52,10,10,A,3,2,1,0.711800,medium,2,13.429826,3.940697,52.922879,0,290.220640
aisle,DHGA,281,177,52,10,9,B,2,2,1,0.672040,medium,2,13.429826,3.940697,52.922879,0,290.892680
aisle,DHGA,282,205,61,10,10,A,1,2,1,0.669400,loose,1,6.094233,8.976882,54.707216,0,291.562080
aisle,DHGA,283,214,63,10,9,B,3,2,1,0.693240,loose,1,9.865909,8.220331,81.101036,0,292.255320
aisle,DHGA,284,248,73,10,10,A,3,1,2,0.609800,loose,1,2.093505,6.772130,14.177487,0,292.865120
aisle,DHGA,285,59,18,10,9,B,3,2,2,0.703840,medium,2,6.094233,4.033220,24.579384,0,293.568960
aisle,DHGA,286,286,86,14,14,A,1,1,2,0.641640,loose,1,9.865909,7.718536,76.150376,1,295.535600
aisle,DHGA,287,67,20,4,4,A,3,2,1,0.600440,loose,1,9.865909,8.697700,85.810710,1,297.461040
aisle,DHGA,288,58,18,7,6,B,1,3,2,0.718360,medium,2,6.094233,4.033220,24.579384,1,299.504400
