evalMode,method,seq_pos,pid,order,a,r,f,y,z,u,T1,class,weight,base_est,slack,deadline,aisle_switch,cum_time_end
aisle,Greedy,1,21,6,10,9,B,2,1,1,0.559440,medium,2,11.672586,3.444210,40.202842,0,0.559440
aisle,Greedy,2,34,10,10,10,A,1,3,2,0.792600,medium,2,4.123914,4.522618,18.650891,0,1.352040
aisle,Greedy,3,35,10,10,9,B,2,4,1,0.897240,medium,2,4.123914,4.522618,18.650891,0,2.249280
aisle,Greedy,4,51,15,10,9,B,1,3,1,0.763440,urgent,5,13.429826,1.817828,24.413110,0,3.012720
aisle,Greedy,5,59,18,10,9,B,3,2,2,0.703840,medium,2,6.094233,4.033220,24.579384,0,3.716560
aisle,Greedy,6,106,32,10,10,A,3,4,1,0.937000,urgent,5,6.094233,1.651622,10.065371,0,4.653560
aisle,Greedy,7,112,33,10,9,B,3,3,2,0.816440,urgent,5,9.865909,1.860687,18.357366,0,5.470000
aisle,Greedy,8,113,33,10,9,B,1,2,2,0.661440,urgent,5,9.865909,1.860687,18.357366,0,6.131440
aisle,Greedy,9,119,35,10,10,A,1,1,1,0.556800,urgent,5,9.865909,1.767416,17.437169,0,6.688240
aisle,Greedy,10,150,44,10,10,A,1,1,2,0.567400,loose,1,9.865909,8.870398,87.514542,0,7.255640
aisle,Greedy,11,153,45,10,9,B,2,3,2,0.795240,medium,2,8.007323,3.873341,31.015096,0,8.050880
aisle,Greedy,12,169,51,10,10,A,3,1,1,0.599200,medium,2,8.007323,3.625159,29.027818,0,8.650080
aisle,Greedy,13,174,52,10,10,A,3,2,1,0.711800,medium,2,13.429826,3.940697,52.922879,0,9.361880
aisle,Greedy,14,177,52,10,9,B,2,2,1,0.672040,medium,2,13.429826,3.940697,52.922879,0,10.033920
aisle,Greedy,15,205,61,10,10,A,1,2,1,0.669400,loose,1,6.094233,8.976882,54.707216,0,10.703320
aisle,Greedy,16,214,63,10,9,B,3,2,1,0.693240,loose,1,9.865909,8.220331,81.101036,0,11.396560
aisle,Greedy,17,248,73,10,10,A,3,1,2,0.609800,loose,1,2.093505,6.772130,14.177487,0,12.006360
aisle,Greedy,18,254,75,10,9,B,1,3,2,0.774040,loose,1,4.123914,9.032957,37.251141,0,12.780400
aisle,Greedy,19,2,2,21,20,B,3,3,2,1.020600,loose,1,8.007323,7.456941,59.710135,1,15.126000
aisle,Greedy,20,3,2,21,20,B,1,4,2,1.090800,loose,1,8.007323,7.456941,59.710135,0,16.216800
aisle,Greedy,21,22,7,21,20,B,1,3,1,0.967600,loose,1,9.865909,9.068577,89.469750,0,17.184400
aisle,Greedy,22,26,7,21,20,B,3,2,1,0.897400,loose,1,9.865909,9.068577,89.469750,0,18.081800
aisle,Greedy,23,27,8,21,20,B,2,1,2,0.774200,medium,2,8.007323,4.490935,35.960367,0,18.856000
aisle,Greedy,24,28,8,21,20,B,2,3,2,0.999400,medium,2,8.007323,4.490935,35.960367,0,19.855400
aisle,Greedy,25,30,8,21,20,B,2,4,2,1.112000,medium,2,8.007323,4.490935,35.960367,0,20.967400
aisle,Greedy,26,88,26,21,20,B,3,3,1,1.010000,medium,2,6.094233,3.810253,23.220573,0,21.977400
aisle,Greedy,27,212,63,21,20,B,1,1,2,0.753000,loose,1,9.865909,8.220331,81.101036,0,22.730400
aisle,Greedy,28,217,64,21,20,B,1,2,1,0.855000,loose,1,9.865909,6.883908,67.916012,0,23.585400
aisle,Greedy,29,234,69,21,20,B,2,2,2,0.886800,loose,1,11.672586,8.112450,94.693272,0,24.472200
aisle,Greedy,30,247,72,21,20,B,1,1,1,0.742400,loose,1,6.094233,7.303651,44.510153,0,25.214600
aisle,Greedy,31,145,43,21,20,B,1,2,2,0.865600,loose,1,2.093505,7.075892,14.813415,0,26.080200
aisle,Greedy,32,181,55,21,20,B,2,2,1,0.876200,urgent,5,11.672586,1.603029,18.711499,0,26.956400
aisle,Greedy,33,182,55,21,20,B,1,3,2,0.978200,urgent,5,11.672586,1.603029,18.711499,0,27.934600
aisle,Greedy,34,180,55,21,20,B,2,3,1,0.988800,urgent,5,11.672586,1.603029,18.711499,0,28.923400
aisle,Greedy,35,185,55,21,20,B,3,4,2,1.133200,urgent,5,11.672586,1.603029,18.711499,0,30.056600
aisle,Greedy,36,4,2,1,1,A,2,4,2,0.759360,loose,1,8.007323,7.456941,59.710135,1,32.140960
aisle,Greedy,37,63,19,1,1,A,1,1,2,0.400360,loose,1,9.865909,8.319110,82.075582,0,32.541320
aisle,Greedy,38,64,19,1,1,A,1,4,1,0.727560,loose,1,9.865909,8.319110,82.075582,0,33.268880
aisle,Greedy,39,155,46,1,1,A,3,1,1,0.432160,loose,1,11.672586,8.798572,102.702084,0,33.701040
aisle,Greedy,40,160,46,1,1,A,2,2,2,0.534160,loose,1,11.672586,8.798572,102.702084,0,34.235200
aisle,Greedy,41,175,52,1,1,A,2,2,1,0.523560,medium,2,13.429826,3.940697,52.922879,0,34.758760
aisle,Greedy,42,225,67,1,1,A,1,2,2,0.512960,loose,1,9.865909,7.905959,77.999470,0,35.271720
aisle,Greedy,43,226,67,1,1,A,3,2,1,0.544760,loose,1,9.865909,7.905959,77.999470,0,35.816480
aisle,Greedy,44,229,68,1,1,A,3,1,2,0.442760,loose,1,6.094233,7.976910,48.613150,0,36.259240
aisle,Greedy,45,231,68,1,1,A,2,4,1,0.748760,loose,1,6.094233,7.976910,48.613150,0,37.008000
aisle,Greedy,46,235,69,1,1,A,3,2,2,0.555360,loose,1,11.672586,8.112450,94.693272,0,37.563360
aisle,Greedy,47,267,79,1,1,A,1,1,1,0.389760,loose,1,8.007323,9.361166,74.957879,0,37.953120
aisle,Greedy,48,273,83,1,1,A,2,1,1,0.410960,loose,1,6.094233,9.431478,57.477629,0,38.364080
aisle,Greedy,49,87,26,1,1,A,3,4,1,0.769960,medium,2,6.094233,3.810253,23.220573,0,39.134040
aisle,Greedy,50,5,2,13,13,A,2,4,2,0.982080,loose,1,8.007323,7.456941,59.710135,1,41.441120
aisle,Greedy,51,12,5,13,13,A,3,1,1,0.654880,loose,1,8.007323,9.250194,74.069295,0,42.096000
aisle,Greedy,52,41,12,13,12,B,1,4,2,0.942320,loose,1,8.007323,9.185682,73.552724,0,43.038320
aisle,Greedy,53,79,23,13,13,A,3,4,2,1.003280,loose,1,6.094233,9.397097,57.268101,0,44.041600
aisle,Greedy,54,148,44,13,12,B,2,2,1,0.727720,loose,1,9.865909,8.870398,87.514542,0,44.769320
aisle,Greedy,55,204,61,13,13,A,1,4,1,0.950280,loose,1,6.094233,8.976882,54.707216,0,45.719600
